ROI,Feature_Decoding_Accuracy,Feature_Decoding_pval,Feature_Decoding_zval,Feature_Decoding_Accuracy(P),Feature_Decoding_pval(P),Feature_Decoding_zval(P),Feature_Decoding_Accuracy(WM),Feature_Decoding_pval(WM),Feature_Decoding_zval(WM),Task_Decoding_Accuracy,Task_Decoding_pval,Task_Decoding_zval,Task_Decoding_Accuracy(F),Task_Decoding_pval(F),Task_Decoding_zval(F),Task_Decoding_Accuracy(S),Task_Decoding_pval(S),Task_Decoding_zval(S),XOR_Decoding_Accuracy,XOR_Decoding_pval,XOR_Decoding_zval,CCGP_Feature_Decoding_Accuracy,CCGP_Feature_Decoding_pval,CCGP_Feature_Decoding_zval,CCGP_Task_Decoding_Accuracy,CCGP_Task_Decoding_pval,CCGP_Task_Decoding_zval
V1,0.6878255208333333,0.0,9.970492735627104,0.75390625,0.0,9.850201634834034,0.6614583333333333,0.0,6.190381386271735,0.9254557291666667,0.0,22.877035632449193,0.91796875,0.0,15.886143561697919,0.9036458333333333,0.0,15.338050478701218,0.5628255208333333,0.003,3.2578264297881274,0.6305338541666666,0.0,6.943463036645225,0.8776041666666666,0.0,20.848208275546618
MST,0.5084635416666666,0.349,0.37132973584208034,0.4778645833333333,0.79,-0.8026063553513095,0.525390625,0.184,0.9093536154679218,0.6357421875,0.0,6.786715214649421,0.6243489583333333,0.0,4.5145991504699765,0.6178385416666667,0.0,4.257655346306598,0.5152994791666667,0.209,0.7879204983825501,0.5009765625,0.504,0.040948083443013455,0.5992838541666666,0.0,5.00144145714003
V6,0.5400390625,0.016,2.1101678977331066,0.55078125,0.033,1.8657442430863669,0.5065104166666667,0.403,0.25972562271854915,0.6741536458333333,0.0,8.98174206547653,0.7057291666666667,0.0,7.1956427991194625,0.6328125,0.0,4.749127595308044,0.49186197916666663,0.667,-0.439784116847577,0.5377604166666666,0.021,1.960229050356291,0.6735026041666666,0.0,8.989773179129777
V2,0.6754557291666667,0.0,9.439540421128754,0.6712239583333333,0.0,6.345265485487045,0.6920572916666667,0.0,7.6111353976133955,0.9329427083333333,0.0,22.681934207099726,0.9303385416666667,0.0,16.458321481953895,0.92578125,0.0,16.480992999342618,0.5986328125,0.0,5.3342883131256995,0.6168619791666666,0.0,6.618907207611811,0.9029947916666667,0.0,21.912814929491596
V3,0.73046875,0.0,12.133235698871088,0.734375,0.0,8.755742531065076,0.7421875,0.0,9.301188317739319,0.9332682291666667,0.0,22.180379800128378,0.927734375,0.0,15.68956120117629,0.9140625,0.0,15.626922229450686,0.6162109375,0.0,6.014300489075853,0.6555989583333333,0.0,8.181901647234112,0.880859375,0.0,20.925773092979533
V4,0.6969401041666667,0.0,10.032329045418425,0.669921875,0.0,6.322392440740003,0.734375,0.0,9.063893055523792,0.8968098958333333,0.0,20.37056816590755,0.908203125,0.0,15.287830932740777,0.8971354166666667,0.0,14.839080257395958,0.6494140625,0.0,7.8446043118587845,0.5768229166666666,0.0,4.110371604226961,0.8567708333333334,0.0,19.736877691072472
V8,0.6158854166666667,0.0,5.698502782421467,0.59375,0.0,3.421407936244707,0.5963541666666667,0.0,3.491393084547002,0.7731119791666667,0.0,13.539894311216889,0.7688802083333333,0.0,9.71286432950783,0.7428385416666667,0.0,8.799780590098434,0.5472005208333333,0.008,2.4769191998191284,0.5660807291666666,0.0,3.4004432115988865,0.7418619791666667,0.0,12.738900054144395
4,0.4912109375,0.682,-0.456805199574958,0.5078125,0.369,0.32263184514136883,0.53125,0.122,1.1741440142765789,0.6350911458333333,0.0,7.166374641217569,0.6158854166666667,0.0,4.630293750841396,0.619140625,0.0,4.528810882627412,0.525390625,0.102,1.3339208267680487,0.4931640625,0.638,-0.34406705941519433,0.6025390625,0.0,5.599224221251599
3b,0.513671875,0.25,0.6895600195031703,0.498046875,0.571,-0.16372662879386418,0.5403645833333333,0.062,1.4748375425334217,0.6178385416666667,0.0,6.164289995976813,0.6380208333333333,0.0,5.153837812858433,0.56640625,0.008,2.4284239965063845,0.5319010416666667,0.047,1.6687490171098918,0.5139973958333334,0.214,0.7580523998788711,0.5921223958333333,0.0,5.027625880036009
FEF,0.6070963541666667,0.0,5.264692035730187,0.6087239583333333,0.0,4.045344639473599,0.59765625,0.001,3.7394754265831494,0.71484375,0.0,11.147825430982072,0.6861979166666667,0.0,6.750473882335473,0.6901041666666667,0.0,7.029837155452005,0.5270182291666667,0.087,1.3743271471180063,0.587890625,0.0,4.790531110891629,0.6858723958333334,0.0,9.630128919104544
PEF,0.5432942708333333,0.016,2.1207885737574257,0.494140625,0.597,-0.2072014590189071,0.5279947916666667,0.174,0.9673659444634873,0.7421875,0.0,11.951123398158385,0.7298177083333333,0.0,8.096707429990678,0.7311197916666667,0.0,8.800887787357958,0.5087890625,0.322,0.46070261744997465,0.5494791666666667,0.004,2.609813950756074,0.7379557291666666,0.0,12.666580465175105
55b,0.5266927083333333,0.09,1.2942695667594224,0.578125,0.003,2.96772413555711,0.486328125,0.684,-0.4784492497790263,0.6702473958333333,0.0,8.584519401892383,0.6731770833333333,0.0,6.53248358332344,0.6529947916666667,0.0,5.556992802088002,0.5208333333333333,0.149,1.0586880127465674,0.5263671875,0.079,1.356022267994104,0.6324869791666666,0.0,6.832758879447258
V3A,0.6555989583333333,0.0,8.268727031748462,0.6139322916666667,0.0,4.034831989872121,0.689453125,0.0,6.993951014797534,0.8284505208333333,0.0,16.67347068858301,0.814453125,0.0,11.920193171109037,0.8196614583333333,0.0,11.614917545212673,0.599609375,0.0,5.155679956675122,0.6080729166666667,0.0,5.763913294019856,0.7565104166666666,0.0,13.552141512640706
RSC,0.560546875,0.0,3.0126089574704698,0.5358072916666666,0.099,1.3228782179864362,0.5540364583333333,0.025,1.974525554120346,0.65234375,0.0,7.707213475490343,0.6119791666666667,0.0,4.319154614682307,0.634765625,0.0,5.152764586005173,0.47981770833333337,0.827,-0.9521240039006016,0.5387369791666666,0.03,1.99396771236792,0.6175130208333334,0.0,6.327039782713099
POS2,0.5904947916666667,0.0,4.480070254344168,0.623046875,0.0,4.428978323169223,0.6080729166666667,0.0,4.05118883259436,0.779296875,0.0,14.569012341937709,0.7578125,0.0,9.906307352559866,0.7513020833333333,0.0,9.14142702832456,0.5530598958333333,0.002,2.700037448435473,0.5751953125,0.0,3.984425938801308,0.7288411458333333,0.0,12.175578399691899
V7,0.609375,0.0,5.600739398927662,0.5846354166666667,0.0,3.0087385949931686,0.6595052083333333,0.0,5.926844181581142,0.6461588541666667,0.0,7.244476796681427,0.646484375,0.0,5.390745980209543,0.669921875,0.0,6.144109183870578,0.5458984375,0.012,2.2545513209910193,0.6136067708333334,0.0,5.734165815223262,0.6194661458333334,0.0,6.35120252355483
IPS1,0.6263020833333333,0.0,6.3312125402268595,0.578125,0.004,2.7365221784845564,0.6940104166666667,0.0,7.089480140289114,0.7073567708333333,0.0,11.041653479141862,0.642578125,0.0,5.154442595574729,0.7467447916666667,0.0,9.019123798265777,0.5794270833333333,0.0,3.867805743420442,0.578125,0.0,4.1018810611096335,0.6321614583333334,0.0,6.783515494678393
FFC,0.6780598958333333,0.0,9.068511971807217,0.6380208333333333,0.0,5.0637367110305584,0.640625,0.0,5.06045455497109,0.7835286458333333,0.0,14.337184806556367,0.7330729166666667,0.0,8.481180265121408,0.7278645833333333,0.0,8.541791628467196,0.5152994791666666,0.226,0.7450272884375133,0.669921875,0.0,8.797695596448985,0.7552083333333334,0.0,13.761667147423388
V3B,0.6139322916666667,0.0,5.6276934172983735,0.5462239583333333,0.048,1.6155752292161167,0.66015625,0.0,5.509440693824842,0.6536458333333333,0.0,7.719158789555705,0.6119791666666667,0.0,3.9964023754363374,0.6647135416666667,0.0,6.007466730631306,0.5393880208333333,0.022,1.9312583672617316,0.5553385416666667,0.003,2.9104497341220075,0.59765625,0.0,5.108011868467539
LO1,0.6357421875,0.0,6.688161832888824,0.548828125,0.043,1.7240530977167021,0.6868489583333333,0.0,6.46350542592526,0.7356770833333333,0.0,12.075860749805676,0.7057291666666667,0.0,7.117325270379879,0.7356770833333333,0.0,8.346750746415928,0.5520833333333333,0.001,2.670640769650741,0.6064453125,0.0,5.309127717395858,0.6617838541666666,0.0,8.393712608135898
LO2,0.6057942708333333,0.0,5.2236104251570845,0.6119791666666667,0.0,4.04375239563478,0.5950520833333333,0.001,3.200545729762663,0.7643229166666667,0.0,13.478560758138592,0.732421875,0.0,8.562331961310369,0.7317708333333333,0.0,8.266725331699822,0.5393880208333333,0.024,1.9181388703994673,0.5693359375,0.001,3.7846124993635217,0.7106119791666666,0.0,11.226546664455524
PIT,0.6012369791666667,0.0,5.282704209937539,0.5553385416666667,0.026,1.9662031098289108,0.6451822916666667,0.0,5.174890804053026,0.8141276041666667,0.0,15.867868181353654,0.8125,0.0,11.180758391767963,0.806640625,0.0,11.204492674923042,0.5247395833333333,0.107,1.2446900379974566,0.5774739583333333,0.0,3.999702067130299,0.7708333333333334,0.0,13.46716381418104
MT,0.560546875,0.0,3.1371448016276866,0.5286458333333333,0.18,1.0369671364333009,0.6119791666666667,0.0,3.9115648871837694,0.6663411458333333,0.0,8.452177941582246,0.6783854166666667,0.0,6.329937130246605,0.6920572916666667,0.0,6.761163733752859,0.533203125,0.049,1.6807884622551352,0.5296223958333333,0.061,1.4745608008718027,0.615234375,0.0,5.94624551003601
A1,0.5045572916666666,0.421,0.208540352096284,0.47981770833333337,0.756,-0.6781262084880973,0.5364583333333333,0.114,1.2504146479798992,0.5797526041666667,0.0,4.037911427156523,0.578125,0.002,2.6899236833938596,0.53515625,0.093,1.2666548081784392,0.4990234375,0.517,-0.05294339735906509,0.4869791666666667,0.737,-0.6331131618036098,0.5537109375,0.005,2.7471288881535996
PSL,0.5367838541666666,0.04,1.8650901765849963,0.5208333333333333,0.245,0.7013044583573813,0.5299479166666667,0.135,1.0621912797441773,0.6399739583333333,0.0,6.853562121943881,0.6458333333333333,0.0,5.460000903790119,0.6373697916666667,0.0,4.908812508495851,0.517578125,0.188,0.9190446251200618,0.51953125,0.156,1.039953010266702,0.6233723958333333,0.0,6.2082502760283
SFL,0.5501302083333333,0.005,2.4943012817399053,0.5221354166666667,0.201,0.8520532551226536,0.5188802083333333,0.276,0.6022102313891748,0.630859375,0.0,6.700439125495676,0.6041666666666667,0.0,3.8600930008175327,0.615234375,0.0,4.128391055404013,0.474609375,0.905,-1.2725764838826668,0.5270182291666666,0.074,1.4664929827104305,0.6110026041666666,0.0,5.797083106738422
PCV,0.58984375,0.0,4.713026457988048,0.5670572916666667,0.008,2.500746082678533,0.6236979166666667,0.0,4.41417711445407,0.6507161458333333,0.0,7.733456992433293,0.609375,0.0,4.1906572687318855,0.6282552083333333,0.0,4.731059911228179,0.53515625,0.035,1.8694743473376896,0.5712890625,0.0,3.7089133454057217,0.625,0.0,6.7240021872780655
STV,0.5530598958333333,0.003,2.7128439516620446,0.5416666666666667,0.069,1.472618286410842,0.5696614583333333,0.005,2.5492147342355547,0.69140625,0.0,9.93381961623187,0.66796875,0.0,6.180088802131043,0.693359375,0.0,7.168667757743892,0.5266927083333333,0.09,1.3570076403647824,0.5462239583333334,0.012,2.3716994213937643,0.6526692708333334,0.0,8.030188020076793
7Pm,0.6038411458333333,0.0,5.314516763029002,0.5807291666666667,0.002,2.799565726007331,0.6321614583333333,0.0,4.674902474276051,0.6832682291666667,0.0,8.928565806645711,0.6536458333333333,0.0,5.456036757523341,0.7350260416666667,0.0,8.410388776560936,0.5432942708333334,0.018,2.1270273713518244,0.5725911458333333,0.0,3.67347578083411,0.6569010416666666,0.0,8.020921794967975
7m,0.5891927083333333,0.0,4.410672059896682,0.568359375,0.006,2.3978295990092473,0.578125,0.002,2.81275808811491,0.642578125,0.0,7.239303628687851,0.6412760416666667,0.0,5.138616486380888,0.6197916666666667,0.0,4.5327079700211765,0.5283203125,0.073,1.450298385135716,0.5501302083333334,0.006,2.525030721506474,0.6396484375,0.0,7.294958554773298
POS1,0.5546875,0.001,2.7221030079829056,0.5983072916666667,0.001,3.413074832467063,0.537109375,0.076,1.3898257731062928,0.6419270833333333,0.0,7.449020558016502,0.6595052083333333,0.0,5.9757805313025845,0.6087239583333334,0.0,3.9622718837799367,0.5198567708333333,0.162,1.0034713253373728,0.5247395833333333,0.116,1.2522391084734272,0.6256510416666666,0.0,6.752819380590077
23d,0.5185546875,0.182,0.9163621760082901,0.4876302083333333,0.652,-0.39478306180621964,0.521484375,0.235,0.7663372317172046,0.6276041666666667,0.0,6.646552848741332,0.58984375,0.0,3.1677120776951355,0.580078125,0.003,2.853040019645959,0.5055338541666667,0.379,0.3371089596173345,0.5143229166666666,0.253,0.69218167362409,0.61328125,0.0,5.8246739948030415
v23ab,0.5393880208333333,0.026,1.9613504675688371,0.6184895833333333,0.0,4.323453727013149,0.5397135416666666,0.071,1.4467616173818825,0.5891927083333333,0.0,4.547673270630754,0.5462239583333333,0.048,1.6964946584664595,0.5833333333333333,0.002,2.975437061327564,0.5143229166666667,0.249,0.6845716627413837,0.5338541666666666,0.035,1.7449122580137255,0.5611979166666666,0.001,3.1969272738227907
d23ab,0.5263671875,0.085,1.2976788880114192,0.4563802083333333,0.951,-1.5754077902418144,0.5735677083333333,0.006,2.716212755217492,0.6155598958333333,0.0,5.594531774493379,0.6119791666666667,0.0,4.021279467462125,0.59765625,0.0,3.4114753427127913,0.4990234375,0.53,-0.053025720445633785,0.5234375,0.126,1.1592858164055413,0.6051432291666666,0.0,5.637776200612698
31pv,0.50390625,0.436,0.17230381556189361,0.53515625,0.096,1.3244622894609381,0.5143229166666666,0.288,0.5790488118750425,0.6012369791666667,0.0,5.237118193516902,0.6041666666666667,0.0,3.6281571796178285,0.595703125,0.0,3.5116014018832633,0.5045572916666666,0.399,0.26742028032626747,0.50390625,0.437,0.17371137254825236,0.599609375,0.0,5.358788799292599
5m,0.5029296875,0.447,0.14869639749322813,0.5208333333333333,0.243,0.71230070307803,0.50390625,0.469,0.11563976301922055,0.6012369791666667,0.0,5.044073254649687,0.6145833333333333,0.0,4.04442972368148,0.599609375,0.0,3.6599636252855583,0.5172526041666666,0.204,0.8636103568393996,0.49348958333333337,0.626,-0.3099992844979972,0.5673828125,0.0,3.4905588017088767
5mv,0.5289713541666666,0.059,1.5003427786096237,0.5143229166666667,0.307,0.5016018821110287,0.5345052083333334,0.095,1.2564636544820447,0.5921223958333333,0.0,4.865375349125595,0.591796875,0.0,3.3188968800328436,0.5833333333333333,0.0,3.0991411154006876,0.5084635416666666,0.32,0.4467319460981877,0.5227864583333333,0.139,1.1398739688998731,0.5631510416666666,0.001,3.3384788254839006
23c,0.5546875,0.006,2.7454921314393235,0.56640625,0.008,2.4120690960078703,0.556640625,0.016,2.072447462225058,0.6285807291666667,0.0,6.229214275731843,0.5885416666666667,0.0,3.1683697367233243,0.5859375,0.001,3.032764253553816,0.5276692708333333,0.086,1.3905618285450256,0.5309244791666666,0.055,1.564155502241888,0.5787760416666666,0.0,4.043505310155522
5L,0.5035807291666666,0.416,0.23090093648074667,0.5078125,0.389,0.3109837583949605,0.5,0.502,0.0005497495698718547,0.6142578125,0.0,5.700714798742677,0.578125,0.001,2.8251771692861394,0.578125,0.0,2.8747293269337217,0.49609375,0.6,-0.23224287875839486,0.49479166666666663,0.626,-0.31118886531978013,0.5738932291666666,0.0,3.8529232296887836
24dd,0.51953125,0.173,0.9708923742002961,0.5143229166666667,0.315,0.49725562545660185,0.541015625,0.07,1.478481433548266,0.6110026041666667,0.0,5.826012226389191,0.599609375,0.0,3.70522011149144,0.552734375,0.025,1.9329269178980657,0.5302734375,0.049,1.5639923606597297,0.4986979166666667,0.509,-0.05401865389120408,0.5703125,0.0,3.7013238439067857
24dv,0.5237630208333333,0.127,1.1554439650909518,0.548828125,0.041,1.7245994267263032,0.5162760416666667,0.277,0.5668379790722626,0.6165364583333333,0.0,5.922787932832891,0.6171875,0.0,4.377176185928936,0.587890625,0.001,3.255526584620588,0.5126953125,0.27,0.6165124306011679,0.5133463541666667,0.237,0.7388755797005225,0.5852864583333333,0.0,4.433002299190857
7AL,0.5638020833333333,0.002,3.1792967514020707,0.5455729166666667,0.052,1.6109955402643485,0.599609375,0.0,3.5513322424514118,0.6129557291666667,0.0,5.607821875461902,0.6158854166666667,0.0,4.3909154458261845,0.6165364583333333,0.0,4.157463171750166,0.5247395833333334,0.114,1.1946697471404666,0.5374348958333334,0.025,1.9563018410746864,0.5712890625,0.0,3.869780897727143
SCEF,0.5472005208333333,0.003,2.4000571452430743,0.5611979166666667,0.015,2.2896098347445664,0.5670572916666667,0.005,2.5356375937760913,0.7073567708333333,0.0,10.57945745857285,0.66796875,0.0,6.382387068583523,0.6888020833333333,0.0,7.044627560377888,0.5074869791666666,0.35,0.39908079579073164,0.5524088541666667,0.006,2.6792377794336937,0.6910807291666666,0.0,10.54151255666683
6ma,0.5807291666666667,0.0,4.03604213661215,0.57421875,0.004,2.7044979454065508,0.53515625,0.104,1.3016254417269026,0.6451822916666667,0.0,7.3771783230945225,0.603515625,0.0,3.773674009973619,0.6432291666666667,0.0,5.368000448824353,0.515625,0.2,0.8304777256167171,0.5390625,0.012,2.126187183615298,0.6070963541666666,0.0,5.767310742262574
7Am,0.5817057291666667,0.0,4.251163685377759,0.54296875,0.072,1.4748393221716136,0.646484375,0.0,5.187534435793634,0.6943359375,0.0,9.686362123550529,0.6438802083333333,0.0,5.114030427703099,0.7115885416666667,0.0,7.556837479279445,0.5478515625,0.006,2.4969444531992337,0.5546875,0.006,2.859493935402599,0.6490885416666667,0.0,7.767796183172871
7PL,0.6442057291666667,0.0,6.989641586501651,0.599609375,0.0,3.6231247643712794,0.697265625,0.0,7.384920119168476,0.6884765625,0.0,9.398069989003032,0.6458333333333333,0.0,5.32584483469464,0.7096354166666667,0.0,7.58043485784034,0.5546875,0.002,2.7518003807128535,0.6110026041666666,0.0,5.524776157955044,0.6458333333333334,0.0,7.940518397968802
7PC,0.5458984375,0.011,2.3224374748349232,0.501953125,0.504,0.003084705610223268,0.5572916666666667,0.017,2.1007814633399513,0.6516927083333333,0.0,7.684599348034597,0.6119791666666667,0.0,4.252106577699988,0.626953125,0.0,4.525290437595433,0.5035807291666666,0.451,0.1372947370265103,0.5442708333333334,0.007,2.2288824698432044,0.6360677083333334,0.0,6.946678528104587
LIPv,0.5986328125,0.0,5.0978788390244345,0.5266927083333333,0.183,0.9223093681949053,0.615234375,0.0,4.197741130897158,0.6881510416666667,0.0,9.599774925720379,0.6536458333333333,0.0,5.676093383578838,0.6927083333333333,0.0,6.738146684671817,0.5263671875,0.117,1.2717149350245478,0.5833333333333334,0.0,4.268230222478233,0.6432291666666667,0.0,7.3538422483748365
VIP,0.5611979166666667,0.001,2.9832495710027596,0.548828125,0.044,1.7280121268340056,0.6536458333333333,0.0,5.634640928615019,0.6376953125,0.0,6.9166723317655,0.6028645833333333,0.0,3.5221737009645047,0.6907552083333333,0.0,7.043712547148623,0.5706380208333333,0.0,3.6639822316323403,0.517578125,0.194,0.8301358955080193,0.560546875,0.002,2.931423533569974
MIP,0.6969401041666667,0.0,9.697868855932786,0.642578125,0.0,5.14340221567061,0.7122395833333333,0.0,7.434823434808847,0.7483723958333333,0.0,12.329265241187,0.7233072916666667,0.0,8.094293995306684,0.8138020833333333,0.0,11.623977077665579,0.556640625,0.001,2.986928300683094,0.6207682291666667,0.0,6.339433021795722,0.7135416666666666,0.0,11.051951920196608
1,0.5068359375,0.379,0.3587630896934079,0.5045572916666666,0.427,0.18763079221531387,0.5149739583333333,0.31,0.515038881292283,0.6223958333333333,0.0,6.059998104857955,0.6354166666666667,0.0,5.116043807211452,0.6126302083333333,0.0,4.063311961606379,0.49641927083333337,0.547,-0.154076294733529,0.5143229166666666,0.207,0.821193429265943,0.6217447916666666,0.0,6.4494115212624
2,0.5403645833333333,0.014,2.0891863081917554,0.509765625,0.367,0.36648523044716097,0.5540364583333333,0.029,1.9243424281495567,0.6015625,0.0,5.18143251125831,0.611328125,0.0,4.25241670084448,0.5716145833333333,0.003,2.707329297956029,0.50390625,0.41,0.21620282235062468,0.5286458333333334,0.072,1.4674503661868221,0.5846354166666666,0.0,4.587105455545534
3a,0.478515625,0.854,-1.0462597994150267,0.47135416666666663,0.845,-1.0203404425122735,0.5325520833333333,0.133,1.2009696408668775,0.6022135416666667,0.0,5.215840859524321,0.6002604166666667,0.0,3.8288592796202243,0.6028645833333333,0.0,3.8906623894194414,0.5397135416666667,0.023,2.033850040467377,0.4762369791666667,0.892,-1.2179900102228571,0.5817057291666667,0.0,4.386673928628907
6d,0.5836588541666667,0.0,4.2985642387582885,0.5462239583333333,0.053,1.662805518176907,0.5768229166666667,0.003,2.6157567384629425,0.6455078125,0.0,7.277135577283737,0.6438802083333333,0.0,5.600402195139288,0.6184895833333333,0.0,4.243475539934157,0.5361328125,0.029,1.8464114626570558,0.5413411458333334,0.013,2.137513259832706,0.6044921875,0.0,5.612543173133437
6mp,0.4996744791666667,0.508,0.04336714481034441,0.517578125,0.262,0.6371474186176286,0.5279947916666667,0.178,0.9537545908359433,0.6057942708333333,0.0,5.325883674608774,0.5924479166666667,0.001,3.485264721933547,0.5670572916666667,0.008,2.4295495039434143,0.5048828125,0.389,0.27725458668556097,0.5185546875,0.166,0.9408423475126072,0.5953776041666666,0.0,4.991245224691668
6v,0.5166015625,0.221,0.8118220210066919,0.5325520833333334,0.124,1.2003176597351308,0.5397135416666667,0.058,1.5627551176616072,0.6064453125,0.0,5.171497034526225,0.5983072916666667,0.0,3.640997026319354,0.6171875,0.0,4.436553962528569,0.5013020833333334,0.447,0.1042339408565148,0.5032552083333334,0.443,0.1387295539868112,0.5891927083333334,0.0,4.745535620489007
p24pr,0.48274739583333337,0.798,-0.8473465761109974,0.5123697916666666,0.324,0.454033108754901,0.4609375,0.913,-1.3831952264327665,0.6285807291666667,0.0,6.449189084245781,0.6263020833333333,0.0,4.510603420861274,0.5950520833333333,0.0,3.4413470233517907,0.5055338541666667,0.407,0.22950346961727197,0.49153645833333337,0.664,-0.40082868825927537,0.580078125,0.0,4.1621775679598665
33pr,0.46126302083333337,0.978,-2.0095949183718687,0.45377604166666663,0.952,-1.6606209527977889,0.46158854166666663,0.912,-1.3396968323844323,0.5865885416666667,0.0,4.130768632723032,0.5631510416666667,0.008,2.2155411606686872,0.6009114583333333,0.001,3.4633493181821344,0.5009765625,0.477,0.04417697238778312,0.49218750000000006,0.663,-0.4381948819411602,0.5764973958333333,0.0,3.9406604773049025
a24pr,0.5094401041666666,0.34,0.41692398330244507,0.4772135416666667,0.808,-0.8757267122307834,0.5071614583333334,0.414,0.24953300763113848,0.6712239583333333,0.0,8.222255193955895,0.6484375,0.0,5.343407105014992,0.6204427083333333,0.0,4.456046859288031,0.478515625,0.854,-1.0626122763394872,0.5198567708333334,0.162,1.0206475731492368,0.6259765625,0.0,6.740264318802296
