TrialNumber,Cue,FaceCategory,FaceExemplar,SceneCategory,SceneExemplar,ITI,TestPresence,FaceChange,SceneChange,Response,ReactionTime
256,2,1,20,2,31,7,0,NaN,NaN,NaN,NaN
257,2,1,58,4,52,5,0,NaN,NaN,NaN,NaN
258,1,3,39,1,42,7,0,NaN,NaN,NaN,NaN
259,2,1,82,2,23,4,1,32,47,NaN,NaN
260,1,2,92,2,48,7,0,NaN,NaN,NaN,NaN
261,2,2,71,3,40,5,0,NaN,NaN,NaN,NaN
262,2,3,28,2,10,5,0,NaN,NaN,NaN,NaN
263,2,4,92,3,22,4,1,32,47,NaN,NaN
264,1,3,26,3,38,6,1,26,38,NaN,NaN
265,1,2,10,4,1,6,1,10,1,NaN,NaN
266,2,3,83,4,2,4,1,50,47,NaN,NaN
267,1,1,23,3,29,7,0,NaN,NaN,NaN,NaN
268,1,1,83,1,65,6,1,83,65,NaN,NaN
269,1,4,90,4,7,7,0,NaN,NaN,NaN,NaN
270,2,4,67,1,10,5,0,NaN,NaN,NaN,NaN
271,1,4,9,2,22,6,1,9,22,NaN,NaN
272,2,2,45,1,48,4,1,77,47,NaN,NaN
273,1,4,76,1,44,7,0,NaN,NaN,NaN,NaN
274,1,2,16,1,31,6,1,16,36,NaN,NaN
275,2,2,1,4,31,5,1,46,31,NaN,NaN
276,2,4,20,4,3,4,0,NaN,NaN,NaN,NaN
277,2,3,70,1,20,4,0,NaN,NaN,NaN,NaN
278,1,1,62,4,12,7,0,NaN,NaN,NaN,NaN
279,1,1,21,2,27,6,1,4,27,NaN,NaN
280,2,2,20,2,62,4,0,NaN,NaN,NaN,NaN
281,2,3,42,3,45,5,1,42,45,NaN,NaN
282,1,3,12,4,43,6,1,12,40,NaN,NaN
283,1,4,32,3,4,6,1,32,20,NaN,NaN
284,2,4,41,2,31,5,1,84,24,NaN,NaN
285,2,1,20,1,35,5,1,95,35,NaN,NaN
286,1,3,46,2,7,7,0,NaN,NaN,NaN,NaN
287,2,1,48,3,35,4,0,NaN,NaN,NaN,NaN
288,1,2,2,3,58,7,0,NaN,NaN,NaN,NaN
289,2,2,2,1,44,5,1,2,22,NaN,NaN
290,1,3,70,3,35,7,1,6,26,NaN,NaN
291,2,2,16,3,4,4,0,NaN,NaN,NaN,NaN
292,2,4,76,3,58,5,1,76,61,NaN,NaN
293,1,1,20,3,45,6,0,NaN,NaN,NaN,NaN
294,1,4,20,2,62,7,1,19,62,NaN,NaN
295,1,2,1,2,31,6,0,NaN,NaN,NaN,NaN
296,1,2,20,4,3,7,1,31,28,NaN,NaN
297,1,4,41,4,31,6,0,NaN,NaN,NaN,NaN
298,2,1,62,2,7,5,1,62,7,NaN,NaN
299,1,3,42,1,35,6,0,NaN,NaN,NaN,NaN
300,2,3,12,2,27,4,0,NaN,NaN,NaN,NaN
301,2,1,21,4,43,4,0,NaN,NaN,NaN,NaN
302,1,1,48,1,20,7,1,92,20,NaN,NaN
303,2,4,32,1,31,4,0,NaN,NaN,NaN,NaN
304,2,3,46,4,12,5,1,46,12,NaN,NaN
305,2,1,23,1,42,4,1,23,42,NaN,NaN
306,2,1,83,3,38,5,0,NaN,NaN,NaN,NaN
307,1,1,58,2,10,7,1,12,46,NaN,NaN
308,1,2,71,1,10,7,1,71,12,NaN,NaN
309,1,3,83,2,23,6,0,NaN,NaN,NaN,NaN
310,2,2,92,4,7,4,1,17,11,NaN,NaN
311,2,3,26,1,65,5,0,NaN,NaN,NaN,NaN
312,1,4,67,3,40,7,1,67,40,NaN,NaN
313,2,4,90,2,48,4,1,93,48,NaN,NaN
314,2,4,9,4,1,5,0,NaN,NaN,NaN,NaN
315,1,2,45,3,22,6,0,NaN,NaN,NaN,NaN
316,2,2,10,2,22,5,0,NaN,NaN,NaN,NaN
317,1,3,28,4,52,7,1,28,52,NaN,NaN
318,1,4,92,1,48,6,0,NaN,NaN,NaN,NaN
319,1,1,82,4,2,6,0,NaN,NaN,NaN,NaN
320,2,3,39,3,29,4,1,49,1,NaN,NaN
321,1,4,67,2,10,4,0,NaN,NaN,NaN,NaN
322,1,2,45,2,23,5,1,45,8,NaN,NaN
323,2,4,41,1,35,7,1,90,35,NaN,NaN
324,2,2,20,1,20,6,0,NaN,NaN,NaN,NaN
325,1,1,82,3,22,5,1,36,36,NaN,NaN
326,2,4,20,3,35,6,0,NaN,NaN,NaN,NaN
327,2,1,20,4,31,7,1,20,17,NaN,NaN
328,2,3,42,2,31,7,1,28,31,NaN,NaN
329,2,1,48,2,62,6,0,NaN,NaN,NaN,NaN
330,1,3,28,3,40,4,0,NaN,NaN,NaN,NaN
331,1,4,92,4,2,5,1,92,2,NaN,NaN
332,1,3,83,1,48,5,1,15,5,NaN,NaN
333,2,3,70,4,3,6,0,NaN,NaN,NaN,NaN
334,1,1,58,1,10,4,0,NaN,NaN,NaN,NaN
335,1,2,71,4,52,4,0,NaN,NaN,NaN,NaN
336,2,2,1,3,45,7,1,1,45,NaN,NaN
337,2,4,32,4,43,7,1,92,43,NaN,NaN
338,2,1,21,3,4,7,1,21,4,NaN,NaN
339,1,2,92,1,42,5,0,NaN,NaN,NaN,NaN
340,2,1,62,1,44,6,0,NaN,NaN,NaN,NaN
341,2,2,16,2,27,7,1,16,47,NaN,NaN
342,2,3,46,3,58,6,0,NaN,NaN,NaN,NaN
343,2,4,76,2,7,6,0,NaN,NaN,NaN,NaN
344,2,2,2,4,12,6,0,NaN,NaN,NaN,NaN
345,1,1,83,4,1,4,1,53,41,NaN,NaN
346,1,1,23,2,48,5,0,NaN,NaN,NaN,NaN
347,1,4,90,3,29,5,0,NaN,NaN,NaN,NaN
348,1,3,26,2,22,4,1,7,22,NaN,NaN
349,1,2,10,3,38,4,1,53,38,NaN,NaN
350,1,3,39,4,7,5,0,NaN,NaN,NaN,NaN
351,2,3,12,1,31,7,1,12,5,NaN,NaN
352,1,4,9,1,65,4,1,9,50,NaN,NaN
353,1,4,32,2,27,5,0,NaN,NaN,NaN,NaN
354,2,3,39,2,48,6,1,16,32,NaN,NaN
355,1,2,2,2,7,4,1,20,7,NaN,NaN
356,2,1,83,2,22,7,0,NaN,NaN,NaN,NaN
357,1,1,21,1,31,5,0,NaN,NaN,NaN,NaN
358,1,3,12,3,4,5,0,NaN,NaN,NaN,NaN
359,2,2,92,3,29,6,1,92,55,NaN,NaN
360,2,3,26,4,1,7,0,NaN,NaN,NaN,NaN
361,1,2,16,4,43,5,0,NaN,NaN,NaN,NaN
362,1,1,62,3,58,4,1,16,58,NaN,NaN
363,2,4,90,1,42,6,1,90,49,NaN,NaN
364,2,2,10,1,65,7,0,NaN,NaN,NaN,NaN
365,2,1,23,4,7,6,1,23,7,NaN,NaN
366,1,3,46,1,44,4,1,46,44,NaN,NaN
367,2,4,9,3,38,7,0,NaN,NaN,NaN,NaN
368,1,4,76,4,12,4,1,41,46,NaN,NaN
369,2,1,58,3,40,6,1,57,2,NaN,NaN
370,1,2,1,1,35,4,0,NaN,NaN,NaN,NaN
371,2,2,45,4,2,7,0,NaN,NaN,NaN,NaN
372,1,1,20,2,31,4,0,NaN,NaN,NaN,NaN
373,1,3,70,2,62,5,1,70,62,NaN,NaN
374,2,3,28,1,10,6,1,78,10,NaN,NaN
375,2,4,67,4,52,6,1,79,52,NaN,NaN
376,1,3,42,4,31,4,0,NaN,NaN,NaN,NaN
377,2,3,83,3,22,7,0,NaN,NaN,NaN,NaN
378,2,4,92,2,23,7,0,NaN,NaN,NaN,NaN
379,1,1,48,4,3,5,1,48,28,NaN,NaN
380,1,4,41,3,45,4,0,NaN,NaN,NaN,NaN
381,2,1,82,1,48,7,0,NaN,NaN,NaN,NaN
382,1,4,20,1,20,5,1,20,12,NaN,NaN
383,2,2,71,2,10,6,1,26,10,NaN,NaN
384,1,2,20,3,35,5,1,20,2,NaN,NaN
385,1,2,71,3,40,6,1,20,9,NaN,NaN
386,2,1,23,3,29,4,1,23,29,NaN,NaN
387,1,2,45,1,48,5,0,NaN,NaN,NaN,NaN
388,2,3,39,1,42,4,1,36,13,NaN,NaN
389,1,1,82,2,23,5,0,NaN,NaN,NaN,NaN
390,1,3,28,2,10,6,1,28,54,NaN,NaN
391,1,3,83,4,2,5,0,NaN,NaN,NaN,NaN
392,2,1,83,1,65,7,0,NaN,NaN,NaN,NaN
393,1,4,67,1,10,6,1,61,10,NaN,NaN
394,2,3,26,3,38,7,0,NaN,NaN,NaN,NaN
395,2,2,92,2,48,4,1,56,48,NaN,NaN
396,2,4,9,2,22,7,0,NaN,NaN,NaN,NaN
397,2,4,90,4,7,4,1,90,17,NaN,NaN
398,2,2,10,4,1,7,0,NaN,NaN,NaN,NaN
399,1,1,58,4,52,6,1,58,52,NaN,NaN
400,1,4,92,3,22,5,0,NaN,NaN,NaN,NaN
401,2,1,62,4,12,4,1,62,29,NaN,NaN
402,1,1,48,3,35,5,1,93,64,NaN,NaN
403,1,4,20,4,3,5,1,59,3,NaN,NaN
404,2,3,46,2,7,4,1,40,7,NaN,NaN
405,2,3,12,4,43,7,0,NaN,NaN,NaN,NaN
406,2,2,2,3,58,4,1,2,10,NaN,NaN
407,2,4,76,1,44,4,1,46,44,NaN,NaN
408,1,2,20,2,62,5,1,20,39,NaN,NaN
409,1,4,41,2,31,6,0,NaN,NaN,NaN,NaN
410,1,3,42,3,45,6,0,NaN,NaN,NaN,NaN
411,2,2,16,1,31,7,0,NaN,NaN,NaN,NaN
412,1,1,20,1,35,6,0,NaN,NaN,NaN,NaN
413,1,3,70,1,20,5,1,70,20,NaN,NaN
414,2,1,21,2,27,7,0,NaN,NaN,NaN,NaN
415,2,4,32,3,4,7,0,NaN,NaN,NaN,NaN
416,1,2,1,4,31,6,0,NaN,NaN,NaN,NaN
417,2,2,20,4,3,4,0,NaN,NaN,NaN,NaN
418,1,2,16,3,4,5,1,16,23,NaN,NaN
419,2,2,1,2,31,7,1,1,31,NaN,NaN
420,2,3,70,3,35,4,0,NaN,NaN,NaN,NaN
421,1,3,12,2,27,5,1,54,21,NaN,NaN
422,1,1,62,2,7,6,0,NaN,NaN,NaN,NaN
423,1,4,32,1,31,5,1,32,46,NaN,NaN
424,1,3,46,4,12,6,0,NaN,NaN,NaN,NaN
425,2,1,20,3,45,7,1,48,45,NaN,NaN
426,1,1,21,4,43,5,1,88,66,NaN,NaN
427,2,4,20,2,62,4,0,NaN,NaN,NaN,NaN
428,2,4,41,4,31,7,1,41,31,NaN,NaN
429,2,1,48,1,20,4,0,NaN,NaN,NaN,NaN
430,2,3,42,1,35,7,1,12,35,NaN,NaN
431,1,2,2,1,44,6,0,NaN,NaN,NaN,NaN
432,1,4,76,3,58,6,0,NaN,NaN,NaN,NaN
433,1,1,23,1,42,5,0,NaN,NaN,NaN,NaN
434,2,1,82,4,2,7,1,26,30,NaN,NaN
435,1,3,39,3,29,5,0,NaN,NaN,NaN,NaN
436,1,3,26,1,65,6,1,26,17,NaN,NaN
437,2,4,67,3,40,4,0,NaN,NaN,NaN,NaN
438,2,3,83,2,23,7,1,50,23,NaN,NaN
439,1,2,10,2,22,6,1,10,22,NaN,NaN
440,1,4,90,2,48,5,0,NaN,NaN,NaN,NaN
441,2,1,58,2,10,4,0,NaN,NaN,NaN,NaN
442,2,2,71,1,10,4,0,NaN,NaN,NaN,NaN
443,2,2,45,3,22,7,1,90,39,NaN,NaN
444,2,3,28,4,52,4,0,NaN,NaN,NaN,NaN
445,1,1,83,3,38,6,1,13,57,NaN,NaN
446,1,4,9,4,1,6,1,9,1,NaN,NaN
447,2,4,92,1,48,7,1,92,48,NaN,NaN
448,1,2,92,4,7,5,0,NaN,NaN,NaN,NaN
449,1,3,70,4,3,7,1,75,10,NaN,NaN
450,1,4,41,1,35,4,0,NaN,NaN,NaN,NaN
451,1,3,42,2,31,4,0,NaN,NaN,NaN,NaN
452,1,2,20,1,20,7,1,20,15,NaN,NaN
453,1,4,20,3,35,7,1,85,62,NaN,NaN
454,2,2,71,4,52,5,1,11,52,NaN,NaN
455,1,1,20,4,31,4,0,NaN,NaN,NaN,NaN
456,2,1,82,3,22,6,0,NaN,NaN,NaN,NaN
457,2,2,45,2,23,6,0,NaN,NaN,NaN,NaN
458,1,1,48,2,62,7,1,32,62,NaN,NaN
459,2,1,58,1,10,5,1,58,57,NaN,NaN
460,1,2,1,3,45,4,0,NaN,NaN,NaN,NaN
461,2,4,92,4,2,6,0,NaN,NaN,NaN,NaN
462,2,4,67,2,10,5,1,67,10,NaN,NaN
463,2,3,83,1,48,6,0,NaN,NaN,NaN,NaN
464,2,3,28,3,40,5,1,28,40,NaN,NaN
465,2,1,23,2,48,6,1,5,48,NaN,NaN
466,1,4,32,4,43,4,0,NaN,NaN,NaN,NaN
467,1,4,76,2,7,7,1,92,64,NaN,NaN
468,1,3,46,3,58,7,1,46,58,NaN,NaN
469,2,3,39,4,7,6,1,39,21,NaN,NaN
470,1,1,21,3,4,4,0,NaN,NaN,NaN,NaN
471,2,2,10,3,38,5,0,NaN,NaN,NaN,NaN
472,2,3,26,2,22,5,0,NaN,NaN,NaN,NaN
473,1,3,12,1,31,4,0,NaN,NaN,NaN,NaN
474,1,2,2,4,12,7,1,72,12,NaN,NaN
475,2,2,92,1,42,6,1,83,42,NaN,NaN
476,1,1,62,1,44,7,1,62,55,NaN,NaN
477,1,2,16,2,27,4,0,NaN,NaN,NaN,NaN
478,2,1,83,4,1,5,0,NaN,NaN,NaN,NaN
479,2,4,90,3,29,6,1,90,39,NaN,NaN
480,2,4,9,1,65,5,0,NaN,NaN,NaN,NaN
481,1,4,9,3,38,4,1,11,38,NaN,NaN
482,2,3,46,1,44,5,0,NaN,NaN,NaN,NaN
483,2,2,16,4,43,6,1,16,40,NaN,NaN
484,2,1,21,1,31,6,1,72,4,NaN,NaN
485,2,3,12,3,4,6,1,85,4,NaN,NaN
486,1,2,92,3,29,7,0,NaN,NaN,NaN,NaN
487,1,1,23,4,7,7,0,NaN,NaN,NaN,NaN
488,1,4,90,1,42,7,0,NaN,NaN,NaN,NaN
489,1,2,10,1,65,4,1,10,65,NaN,NaN
490,1,3,39,2,48,7,0,NaN,NaN,NaN,NaN
491,1,3,26,4,1,4,1,26,6,NaN,NaN
492,2,4,76,4,12,5,0,NaN,NaN,NaN,NaN
493,2,1,62,3,58,5,0,NaN,NaN,NaN,NaN
494,2,2,2,2,7,5,0,NaN,NaN,NaN,NaN
495,1,1,83,2,22,4,1,28,22,NaN,NaN
496,2,4,32,2,27,6,1,32,5,NaN,NaN
497,1,1,82,1,48,4,1,48,48,NaN,NaN
498,2,3,42,4,31,5,1,42,28,NaN,NaN
499,2,2,20,3,35,6,0,NaN,NaN,NaN,NaN
500,2,4,20,1,20,6,0,NaN,NaN,NaN,NaN
501,2,1,48,4,3,6,0,NaN,NaN,NaN,NaN
502,2,4,41,3,45,5,1,26,55,NaN,NaN
503,1,3,28,1,10,7,0,NaN,NaN,NaN,NaN
504,1,1,58,3,40,7,0,NaN,NaN,NaN,NaN
505,2,3,70,2,62,6,0,NaN,NaN,NaN,NaN
506,1,4,67,4,52,7,0,NaN,NaN,NaN,NaN
507,1,3,83,3,22,4,1,83,61,NaN,NaN
508,1,2,45,4,2,4,1,17,2,NaN,NaN
509,2,1,20,2,31,5,1,20,4,NaN,NaN
510,2,2,1,1,35,5,1,1,35,NaN,NaN
511,1,4,92,2,23,4,1,74,23,NaN,NaN
512,1,2,71,2,10,7,0,NaN,NaN,NaN,NaN
